"PremisesPostCode","Liberal.National.Coalition.Votes","Australian.Labor.Party.Votes","TotalVotes","Electorate","PartyAb","PartyGrouping","LaborMargin","State..Territory1","Statistical.Area.Level.4..SA4.2","Individuals.no.","Taxable.income.or.loss4.no.","Taxable.income.or.loss4..","Salary.or.wages.no.","Salary.or.wages..","HELP.debt.balance.no.","HELP.debt.balance..","Average.HELP.debt","HecsPostcodeShare","Average.Income","Average.Salary","Average.HECS.Average.Salary"
800,3714,5635,9349,"Solomon","ALP","Labor",10.2738260776554,"NT","Darwin",5430,5369,400520074,4914,360949013,597,16842261,28211.4924623116,10.9944751381215,74598.6355000931,73453.1975986976,0.384074395459835
810,2011,3966,5977,"Solomon","ALP","Labor",16.3543583737661,"NT","Darwin",22405,22221,1685071629,19685,1485710302,3147,75242583,23909.3050524309,14.0459718812765,75832.3940866748,75474.2342900686,0.316787646503848
812,1571,2588,4159,"Solomon","ALP","Labor",12.2264967540274,"NT","Darwin",11116,11028,774370881,9696,694137357,1279,25084093,19612.2697419859,11.5059373875495,70218.6145266594,71590.0739480198,0.273952360437929
820,6393,9680,16073,"Solomon","ALP","Labor",10.2252224226964,"NT","Darwin",13865,13772,1194003468,12247,981712899,2068,55371148,26775.2166344294,14.9152542372881,86697.8992158002,80159.4593778068,0.334024416360304
822,1449,2674,4123,"Lingiari","ALP","Labor",14.8556876061121,"NT","Northern Territory - Outback",7214,7087,381296804,6260,318101993,562,9815704,17465.665480427,7.79040754089271,53802.2864399605,50815.01485623,0.343710722703562
828,123,102,225,"Solomon","ALP","Labor",-4.66666666666667,"NT","Darwin",1052,1047,90382878,910,68676472,123,2250595,18297.5203252033,11.6920152091255,86325.5759312321,75468.6505494506,0.242451934571347
829,22,187,209,"Lingiari","ALP","Labor",39.4736842105263,"NT","Darwin",517,517,36854963,503,35756197,76,1421827,18708.25,14.7001934235977,71286.1953578337,71085.8787276342,0.263178149231027
830,5209,5323,10532,"Solomon","ALP","Labor",0.541207747816173,"NT","Darwin",11440,11340,814219769,10290,746851124,1214,20070816,16532.7973640857,10.6118881118881,71800.6850970018,72580.284159378,0.227786341092045
832,1582,1605,3187,"Solomon","ALP","Labor",0.360840916222152,"NT","Darwin",12245,12163,934488638,11456,889608548,1569,28322834,18051.5194391332,12.8133932217232,76830.4396941544,77654.3774441341,0.232459779258675
835,540,303,843,"Lingiari","ALP","Labor",-14.0569395017794,"NT","Darwin",2770,2747,215789430,2323,183372650,210,3305662,15741.2476190476,7.5812274368231,78554.5795413178,78937.860525183,0.199413152501464
836,591,385,976,"Lingiari","ALP","Labor",-10.5532786885246,"NT","Darwin",5252,5204,410014795,4529,359917670,392,6229474,15891.5153061224,7.46382330540746,78788.3925826287,79469.5672333848,0.199969823158248
838,320,213,533,"Lingiari","ALP","Labor",-10.0375234521576,"NT","Darwin",577,569,42322864,491,38246205,39,644329,16521.2564102564,6.75909878682842,74381.1318101933,77894.5112016293,0.212097825063582
839,4480,2834,7314,"Lingiari","ALP","Labor",-11.2523926715887,"NT","Darwin",571,565,42813515,509,38985832,45,807252,17938.9333333333,7.88091068301226,75776.1327433628,76592.9901768173,0.234211163344332
850,1974,1474,3448,"Lingiari","ALP","Labor",-7.25058004640371,"NT","Northern Territory - Outback",4354,4309,298887483,3935,266676880,478,11215415,23463.2112970711,10.9784106568672,69363.5374796937,67770.4904701398,0.346215751639118
860,565,465,1030,"Lingiari","ALP","Labor",-4.85436893203883,"NT","Northern Territory - Outback",1356,1346,90002672,1268,85644072,136,2803283,20612.375,10.0294985250737,66866.7696879643,67542.643533123,0.305175721911027
870,4579,4822,9401,"Lingiari","ALP","Labor",1.2924157004574,"NT","Northern Territory - Outback",13612,13525,1001058932,12434,906269086,2005,49929999,24902.7426433915,14.7296503085513,74015.4478373383,72886.3668972173,0.341665303176777
872,552,923,1475,"Lingiari","ALP","Labor",12.5762711864407,"NT","Northern Territory - Outback",3837,3776,179509499,3391,148158134,360,7138027,19827.8527777778,9.38232994526974,47539.5918961864,43691.575936302,0.453814090081915
873,175,90,265,"Lingiari","ALP","Labor",-16.0377358490566,"NT","Northern Territory - Outback",773,765,54928486,700,48073922,107,2169340,20274.2056074766,13.8421733505821,71801.9424836601,68677.0314285714,0.295210861415335
875,332,283,615,"Lingiari","ALP","Labor",-3.98373983739837,"NT","Northern Territory - Outback",913,905,62146222,839,57932190,133,3252414,24454.2406015038,14.5673603504929,68669.8585635359,69049.0941597139,0.354157297776274
880,375,671,1046,"Lingiari","ALP","Labor",14.1491395793499,"NT","Northern Territory - Outback",1495,1490,110286881,1425,102820194,238,5434352,22833.4117647059,15.9197324414716,74018.0409395973,72154.5221052632,0.316451569471906
886,86,111,197,"Lingiari","ALP","Labor",6.34517766497462,"NT","Northern Territory - Outback",644,640,42445272,619,39880948,56,1311790,23424.8214285714,8.69565217391304,66320.7375,64428.0258481422,0.363581238447133
2000,10371,17897,28268,"Sydney","ALP","Labor",13.3118720815056,"NSW","Sydney - City and Inner South",22833,22278,2455997017,18410,1398755694,1763,61422656,34839.8502552467,7.72128060263653,110243.155444833,75978.03878327,0.458551586921434
2007,2400,8231,10631,"Sydney","ALP","Labor",27.4245132160662,"NSW","Sydney - City and Inner South",5159,5042,316418589,4395,273576273,670,23121505,34509.7089552239,12.987012987013,62756.5626735422,62247.1610921502,0.554398117917956
2009,691,1286,1977,"Sydney","ALP","Labor",15.048052604957,"NSW","Sydney - City and Inner South",8920,8779,937653211,7133,678744348,1063,34823843,32759.9651928504,11.9170403587444,106806.38011163,95155.5233422123,0.344278125348901
2010,2004,6846,8850,"Sydney","ALP","Labor",27.3559322033898,"NSW","Sydney - City and Inner South",19012,18788,2178339299,16184,1634373286,3775,135185383,35810.6974834437,19.8558804965285,115943.117894401,100986.980103806,0.354607073571596
2011,3305,7074,10379,"Sydney","ALP","Labor",18.1568551883611,"NSW","Sydney - City and Inner South",12968,12830,1779908328,10288,1077894689,2320,80260699,34595.1288793103,17.8901912399753,138730.189243959,104772.03431182,0.330194303341952
2015,654,2672,3326,"Sydney","ALP","Labor",30.3367408298256,"NSW","Sydney - City and Inner South",8369,8301,972480710,7437,746791015,1766,59278499,33566.5339750849,21.1016847891026,117152.235875196,100415.626596746,0.334275999789187
2016,721,3582,4303,"Sydney","ALP","Labor",33.244248198931,"NSW","Sydney - City and Inner South",8532,8433,815532526,7296,662309556,1874,63609543,33943.1926360726,21.9643694327239,96707.2840033203,90777.0773026316,0.373918104048593
2017,1139,3035,4174,"Sydney","ALP","Labor",22.7120268327743,"NSW","Sydney - City and Inner South",18874,18572,1527701337,16307,1375395054,2885,94012777,32586.7511265165,15.2855780438699,82258.3101981478,84343.8433801435,0.386356013913733
2018,4481,8816,13297,"Kingsford Smith","ALP","Labor",16.3006693239076,"NSW","Sydney - City and Inner South",12453,12287,921908492,10502,805853418,2007,62316260,31049.456900847,16.1165984100217,75031.211198828,76733.3286992954,0.404641078748512
2019,1179,2425,3604,"Kingsford Smith","ALP","Labor",17.2863485016648,"NSW","Sydney - City and Inner South",8498,8437,680837387,7429,608224443,1136,32089979,28248.2209507042,13.3678512591198,80696.6204812137,81871.6439628483,0.345030581815637
2020,1427,3030,4457,"Kingsford Smith","ALP","Labor",17.9829481714157,"NSW","Sydney - City and Inner South",14886,14649,981969570,12866,889877481,1754,54731124,31203.6054732041,11.782883246003,67033.2152365349,69165.0459350225,0.451147036069614
2021,4350,4933,9283,"Wentworth","IND","Teal",3.14014865883874,"NSW","Sydney - Eastern Suburbs",10317,10216,1824091046,7980,1074443565,2126,73141241,34403.2177798683,20.6067655326161,178552.373335944,134642.05075188,0.255516145125174
2022,11570,9737,21307,"Wentworth","IND","Teal",-4.30140329469189,"NSW","Sydney - Eastern Suburbs",9548,9450,1112662166,7403,804752347,1212,37751933,31148.4595709571,12.6937578550482,117742.028148148,108706.247062002,0.286537898352716
2023,5454,2087,7541,"Wentworth","IND","Teal",-22.3246253812492,"NSW","Sydney - Eastern Suburbs",7193,7103,1767524263,4929,694426355,1110,35287711,31790.7306306306,15.4316696788544,248841.934816275,140885.850071008,0.225648854122736
2024,1206,1582,2788,"Wentworth","IND","Teal",6.7431850789096,"NSW","Sydney - Eastern Suburbs",7339,7273,1301720263,5679,758645678,1274,37133919,29147.5031397174,17.359313257937,178979.824419084,133587.898925867,0.21818969662733
2025,1421,1025,2446,"Wentworth","IND","Teal",-8.09484873262469,"NSW","Sydney - Eastern Suburbs",4978,4908,1070880893,3357,476656365,841,29070234,34566.2711058264,16.894335074327,218190.890994295,141988.789097408,0.243443664288967
2026,3449,3518,6967,"Wentworth","IND","Teal",0.495191617625956,"NSW","Sydney - Eastern Suburbs",22939,22660,3373218615,18589,2083569744,3459,108558502,31384.3602197167,15.0791228911461,148862.251323919,112086.166227339,0.280002084789495
2027,784,421,1205,"Wentworth","IND","Teal",-15.0622406639004,"NSW","Sydney - Eastern Suburbs",5703,5624,1538539905,3583,509844522,782,26163612,33457.3043478261,13.7120813606874,273566.839438122,142295.428970137,0.235125643810018
2028,1420,770,2190,"Wentworth","IND","Teal",-14.8401826484018,"NSW","Sydney - Eastern Suburbs",3304,3255,1170635041,2241,299672530,566,19146903,33828.4505300353,17.1307506053269,359642.101689708,133722.681838465,0.252974664170283
2029,1979,953,2932,"Wentworth","IND","Teal",-17.4965893587995,"NSW","Sydney - Eastern Suburbs",6790,6702,1100354583,4764,547890443,1082,34162727,31573.6848428835,15.9351988217968,164183.017457475,115006.390218304,0.274538525928435
2030,2031,925,2956,"Wentworth","IND","Teal",-18.7077131258457,"NSW","Sydney - Eastern Suburbs",9590,9431,2301353942,6179,801964065,1374,39599239,28820.4068413392,14.3274244004171,244020.140176015,129788.649457841,0.222056450712208
2031,8120,13737,21857,"Kingsford Smith","ALP","Labor",12.8494303884339,"NSW","Sydney - Eastern Suburbs",23035,22819,2775377857,18772,1968184581,3838,119835015,31223.2972902553,16.6616019101367,121625.744204391,104846.824046452,0.297799171069044
2032,1238,2158,3396,"Kingsford Smith","ALP","Labor",13.5453474676089,"NSW","Sydney - Eastern Suburbs",9145,9010,708686821,7243,531108526,1556,46832890,30098.2583547558,17.0147621651175,78655.5850166482,73327.14703852,0.410465422020915
2033,1081,1939,3020,"Kingsford Smith","ALP","Labor",14.205298013245,"NSW","Sydney - Eastern Suburbs",7548,7449,665201462,6053,490540297,1426,44241576,31024.9481065919,18.8924218335983,89300.7735266479,81040.8552783744,0.382830956065574
2034,2054,3715,5769,"Kingsford Smith","ALP","Labor",14.3959091697001,"NSW","Sydney - Eastern Suburbs",13832,13700,1807348828,11249,1210102016,2231,67050194,30053.8744957418,16.1292654713707,131923.272116788,107574.185794293,0.279378126581519
2035,9174,15088,24262,"Kingsford Smith","ALP","Labor",12.1877833649328,"NSW","Sydney - Eastern Suburbs",22148,21891,2201753728,17291,1546034301,3032,89131752,29397.0158311346,13.6897236770815,100578.033347038,89412.6598230293,0.328779122434327
2036,2866,5815,8681,"Kingsford Smith","ALP","Labor",16.9853703490381,"NSW","Sydney - Eastern Suburbs",19897,19667,1620442277,16150,1303859947,2780,79313577,28530.0636690647,13.9719555711916,82393.9735089236,80734.3620433437,0.353381917525376
2037,1877,7483,9360,"Sydney","ALP","Labor",29.9465811965812,"NSW","Sydney - City and Inner South",10658,10518,1053125892,8620,794441636,2430,79044101,32528.4366255144,22.7997748170388,100126.059326868,92162.6027842227,0.352946158667764
2038,687,3008,3695,"Grayndler","ALP","Labor",31.4073071718539,"NSW","Sydney - Inner West",6159,6103,747289047,5068,549902090,1311,40659814,31014.350877193,21.2859230394545,122446.181713911,108504.75335438,0.28583402955536
2039,1153,2790,3943,"Grayndler","ALP","Labor",20.7583058584834,"NSW","Sydney - Inner West",5796,5732,758024703,4634,562781312,958,29525551,30819.990605428,16.5286404416839,132244.365491975,121446.118256366,0.253775016014663
2040,5760,15335,21095,"Grayndler","ALP","Labor",22.6949514102868,"NSW","Sydney - Inner West",14163,14054,1561998353,11908,1257930616,2646,80589742,30457.1965230537,18.6824825248888,111142.617973531,105637.438360766,0.288318204186647
2041,1289,3444,4733,"Grayndler","ALP","Labor",22.7656877244876,"NSW","Sydney - Inner West",10322,10208,1680004826,7757,1046261335,1604,47640073,29700.7936408978,15.5396241038558,164577.275274295,134879.635812814,0.220202208153323
2042,1743,12483,14226,"Grayndler","ALP","Labor",37.7477857444116,"NSW","Sydney - City and Inner South",12923,12808,1222649291,11274,996249771,3631,118460788,32624.8383365464,28.0971910547087,95459.8134759525,88367.0188930282,0.369197000704981
2043,380,2853,3233,"Sydney","ALP","Labor",38.2462109495824,"NSW","Sydney - City and Inner South",7096,7059,754075836,6394,664329372,1623,53578495,33012.011706716,22.8720405862458,106824.739481513,103898.869565217,0.317732154785325
2044,482,2315,2797,"Grayndler","ALP","Labor",32.7672506256704,"NSW","Sydney - City and Inner South",5418,5381,470128436,4773,419772351,1055,34044694,32269.8521327014,19.4721299372462,87368.2282103698,87947.2765556254,0.366922699559562
2045,944,1643,2587,"Grayndler","ALP","Labor",13.5098569771937,"NSW","Sydney - Inner West",4091,4064,499240418,3079,324532028,684,20041589,29300.5687134503,16.7196284527011,122844.591043307,105401.762910036,0.277989360941329
2046,4829,5050,9879,"Reid","ALP","Labor",1.11853426460168,"NSW","Sydney - Inner West",16723,16573,1779826373,13136,1277522353,2547,76628571,30085.8150765607,15.2305208395623,107393.131780607,97253.5286997564,0.309354482853186
2047,2066,2243,4309,"Reid","ALP","Labor",2.05384079832908,"NSW","Sydney - Inner West",7729,7661,928656596,5891,630673953,1199,38618076,32208.5704753962,15.5130029758054,121218.71766088,107057.197929044,0.300853852879126
2048,435,2365,2800,"Grayndler","ALP","Labor",34.4642857142857,"NSW","Sydney - City and Inner South",5045,5012,514162412,4293,404254378,1301,42184572,32424.7286702537,25.7879088206145,102586.275339186,94165.9394362916,0.344336061046688
2049,488,2656,3144,"Grayndler","ALP","Labor",34.4783715012723,"NSW","Sydney - City and Inner South",8078,8019,753232781,6957,619361379,2186,70676179,32331.28042086,27.0611537509284,93931.0114727522,89027.0776196636,0.363162324152477
2050,90,599,689,"Sydney","ALP","Labor",36.9375907111756,"NSW","Sydney - City and Inner South",5798,5734,548505512,5089,462327159,1550,53143639,34286.2187096774,26.7333563297689,95658.4429717475,90848.3314993122,0.377400642849858
2060,1212,1441,2653,"North Sydney","IND","Teal",4.31586882774218,"NSW","Sydney - North Sydney and Hornsby",10891,10758,1496264205,8452,939210022,1849,60244737,32582.3347755544,16.9773207235332,139083.863636364,111122.813771888,0.293210130931701
2061,934,979,1913,"North Sydney","IND","Teal",1.17616309461579,"NSW","Sydney - North Sydney and Hornsby",4302,4229,729452328,3143,394913041,674,22962867,34069.5356083086,15.6671315667132,172488.136202412,125648.438116449,0.271149694489106
2062,1618,1743,3361,"North Sydney","IND","Teal",1.85956560547456,"NSW","Sydney - North Sydney and Hornsby",4726,4688,701038481,3662,481834520,722,22070450,30568.4903047091,15.2771900126957,149538.925127986,131576.876024031,0.232324183613588
2063,1200,1016,2216,"North Sydney","IND","Teal",-4.15162454873646,"NSW","Sydney - North Sydney and Hornsby",4275,4222,908332792,2751,419620072,577,15102626,26174.3951473137,13.4970760233918,215142.774040739,152533.650308979,0.171597513691528
2064,1159,1454,2613,"North Sydney","IND","Teal",5.64485265977803,"NSW","Sydney - North Sydney and Hornsby",6216,6117,627685683,4920,476296537,1008,31048882,30802.4623015873,16.2162162162162,102613.320745463,96808.2392276423,0.318180172961891
2065,9066,10329,19395,"North Sydney","IND","Teal",3.25599381283836,"NSW","Sydney - North Sydney and Hornsby",22640,22372,2697973142,18289,2031733412,3726,121698378,32661.9371980676,16.4575971731449,120595.974521724,111090.459401826,0.2940120814509
2066,5768,5739,11507,"North Sydney","IND","Teal",-0.126010254627616,"NSW","Sydney - North Sydney and Hornsby",22382,22167,2836749510,17740,1964201740,3709,112354908,30292.5068751685,16.5713519792691,127971.73771823,110721.631341601,0.273591587372023
2067,6535,7406,13941,"North Sydney","IND","Teal",3.123879205222,"NSW","Sydney - North Sydney and Hornsby",17726,17335,1494211677,12859,1122426718,2272,72619164,31962.6602112676,12.8173304750085,86196.2317277185,87287.2476864453,0.366177890338396
2068,7779,5291,13070,"North Sydney","IND","Teal",-9.51798010711553,"NSW","Sydney - North Sydney and Hornsby",10963,10835,1672682858,7981,964453985,1691,46538573,27521.3323477232,15.4246100519931,154377.744162437,120843.752036086,0.227743113599328
2069,2763,2097,4860,"Bradfield","LP","Coalition",-6.85185185185185,"NSW","Sydney - North Sydney and Hornsby",9568,9421,1407986016,6667,834336185,1442,40884482,28352.6227461859,15.0710702341137,149451.864557903,125144.170541473,0.22655967612003
2070,3218,2712,5930,"Bradfield","LP","Coalition",-4.26644182124789,"NSW","Sydney - North Sydney and Hornsby",9774,9599,1333416841,6690,754180001,1473,43102552,29261.7460964019,15.0705954573358,138912.057610168,112732.436621824,0.259568115205071
2071,1997,1660,3657,"Bradfield","LP","Coalition",-4.60760185944763,"NSW","Sydney - North Sydney and Hornsby",9034,8869,1174245579,6020,649146407,1430,40210136,28118.9762237762,15.8290901040514,132398.87010937,107831.629069767,0.260767424793176
2072,6011,4983,10994,"Bradfield","LP","Coalition",-4.67527742404948,"NSW","Sydney - North Sydney and Hornsby",5937,5817,630982482,4173,406055081,962,29725796,30899.9958419958,16.203469765875,108472.147498711,97305.3153606518,0.317557121391245
2073,3864,2976,6840,"Bradfield","LP","Coalition",-6.49122807017544,"NSW","Sydney - North Sydney and Hornsby",11308,11155,1393137253,8266,915043147,1873,54015463,28839.0085424453,16.5634948708879,124889.041057822,110699.630655698,0.260515851513014
2074,4098,3364,7462,"Bradfield","LP","Coalition",-4.91825247922809,"NSW","Sydney - North Sydney and Hornsby",15052,14875,1876038450,10385,1173993842,2282,64843975,28415.4141104294,15.1607759766144,126120.231932773,113047.071930669,0.251359134076965
2075,8234,4558,12792,"Bradfield","LP","Coalition",-14.3683552220138,"NSW","Sydney - North Sydney and Hornsby",13881,13684,1517730229,9544,1024795701,1864,50971572,27345.2639484979,13.4284273467329,110912.761546331,107375.911672255,0.254668514777916
2076,3518,2413,5931,"Bradfield","LP","Coalition",-9.31546113640195,"NSW","Sydney - North Sydney and Hornsby",15900,15700,1790528986,11434,1198675414,2472,70402439,28479.9510517799,15.5471698113208,114046.432229299,104834.302431345,0.271666338128507
2077,12729,11938,24667,"Berowra","LP","Coalition",-1.60335671139579,"NSW","Sydney - North Sydney and Hornsby",26955,26599,1997245337,22115,1750587387,3955,112021542,28324.0308470291,14.6726024856242,75087.2339937592,79158.3715577662,0.357814723694252
2079,1008,953,1961,"Berowra","LP","Coalition",-1.40234574196839,"NSW","Sydney - North Sydney and Hornsby",5075,5021,397326989,4188,342311958,799,21839213,27333.1827284105,15.743842364532,79133.0390360486,81736.3796561605,0.334406574445708
2080,633,489,1122,"Berowra","LP","Coalition",-6.41711229946524,"NSW","Sydney - North Sydney and Hornsby",1143,1129,81508966,912,71174398,188,4584076,24383.3829787234,16.4479440069991,72195.7183348096,78042.1030701754,0.312438824935277
2081,2558,2087,4645,"Berowra","LP","Coalition",-5.06996770721206,"NSW","Sydney - North Sydney and Hornsby",3456,3434,286553834,2855,240362769,498,13293689,26694.1546184739,14.4097222222222,83446.0786255096,84190.1117338004,0.317069951194242
2082,615,650,1265,"Berowra","LP","Coalition",1.38339920948617,"NSW","Sydney - North Sydney and Hornsby",3414,3399,278773691,2789,227386125,488,12579888,25778.4590163934,14.2940831868776,82016.3845248603,81529.6253137325,0.316185177071474
2083,289,392,681,"Berowra","LP","Coalition",7.56240822320117,"NSW","Sydney - North Sydney and Hornsby",1034,1028,77670853,744,58420995,135,3269778,24220.5777777778,13.0560928433269,75555.3044747082,78522.8427419355,0.308452635335408
2084,4173,2189,6362,"Mackellar","IND","Teal",-15.592580949387,"NSW","Sydney - Northern Beaches",2425,2401,339706225,1715,169294239,310,7644743,24660.4612903226,12.7835051546392,141485.308204915,98713.8419825073,0.249817662802473
2085,3005,1748,4753,"Mackellar","IND","Teal",-13.223227435304,"NSW","Sydney - Northern Beaches",7295,7240,675462853,5435,518109252,932,25727063,27604.1448497854,12.7758738862234,93295.9741712707,95328.2892364305,0.289569288097916
2086,2962,2162,5124,"Mackellar","IND","Teal",-7.8064012490242,"NSW","Sydney - Northern Beaches",8915,8845,849283273,7092,665893619,1237,32818580,26530.7841552142,13.8754907459338,96018.4593555681,93893.6293006204,0.282562132839389
2087,2766,2277,5043,"Warringah","IND","Teal",-4.84830458060678,"NSW","Sydney - Northern Beaches",8096,8027,831909877,6044,603584602,1191,30184645,25343.9504617968,14.7109683794466,103638.953158091,99865.0896757115,0.253781882578741
2088,10644,8373,19017,"Warringah","IND","Teal",-5.97097333964348,"NSW","Sydney - North Sydney and Hornsby",19568,19305,4148399961,13116,2035154503,2758,80165711,29066.6102248006,14.0944399018806,214887.332867133,155165.79010369,0.187326150985837
2089,2339,2768,5107,"Warringah","IND","Teal",4.2001174858038,"NSW","Sydney - North Sydney and Hornsby",8415,8323,1088602794,6522,751633982,1473,47868471,32497.2647657841,17.5044563279857,130794.520485402,115245.934069304,0.28198187665555
2090,781,666,1447,"North Sydney","IND","Teal",-3.9737387698687,"NSW","Sydney - North Sydney and Hornsby",9321,9221,1360825353,7053,849036114,1442,44158723,30623.2475728155,15.4704430855058,147578.934280447,120379.429179073,0.25438937351382
2092,1009,813,1822,"Warringah","IND","Teal",-5.37870472008782,"NSW","Sydney - Northern Beaches",4527,4477,740428290,3314,466047445,599,15851589,26463.4207011686,13.2317207863928,165384.92070583,140629.886843693,0.188177785640844
2093,4730,4455,9185,"Warringah","IND","Teal",-1.49700598802395,"NSW","Sydney - Northern Beaches",15369,15218,2194571982,11840,1372493289,2228,59981576,26921.7127468582,14.4967141648773,144208.961887239,115920.041300676,0.232243816037195
2094,408,445,853,"Warringah","IND","Teal",2.16881594372802,"NSW","Sydney - Northern Beaches",4261,4214,561155770,3251,384603881,636,18907794,29729.2358490566,14.9260736916217,133164.634551495,118303.254690864,0.251296855075893
2095,7395,8390,15785,"Warringah","IND","Teal",3.15172632245802,"NSW","Sydney - Northern Beaches",11707,11582,1785226310,9001,1070052700,1620,49350822,30463.4703703704,13.8378747757752,154137.999481955,118881.535384957,0.256250647097759
2096,2406,2487,4893,"Warringah","IND","Teal",0.827713059472714,"NSW","Sydney - Northern Beaches",10220,10147,1452232135,8181,958784955,1558,44837368,28778.7984595635,15.2446183953033,143119.35892382,117196.547488082,0.245560121662202
2097,3209,1981,5190,"Mackellar","IND","Teal",-11.8304431599229,"NSW","Sydney - Northern Beaches",10457,10386,1076042703,8095,736418614,1445,38776921,26835.2394463668,13.8184947881802,103605.112940497,90972.0338480544,0.294983395569546
2099,7463,5888,13351,"Mackellar","IND","Teal",-5.8984345741892,"NSW","Sydney - Northern Beaches",28118,27889,2512840966,23003,1880002750,3605,98754394,27393.7292649098,12.8209687744505,90101.5083366202,81728.5897491631,0.335179272626448
2100,10677,9099,19776,"Warringah","IND","Teal",-3.98968446601942,"NSW","Sydney - Northern Beaches",14277,14170,1368450247,11459,1047960834,1994,53240060,26700.1303911735,13.9665195769419,96573.7647847565,91453.0791517584,0.291954416831247
2101,2751,2268,5019,"Mackellar","IND","Teal",-4.81171548117155,"NSW","Sydney - Northern Beaches",12616,12526,1123259123,9493,790360200,1663,44267593,26619.1178592904,13.1816740646798,89674.2074884241,83257.1579058253,0.319721673533465
2102,12218,8404,20622,"Mackellar","IND","Teal",-9.2474056832509,"NSW","Sydney - Northern Beaches",5163,5126,506142728,4111,362949504,645,15954741,24736.0325581395,12.4927367809413,98740.2902848225,88287.4006324495,0.28017624690434
2103,2945,2112,5057,"Mackellar","IND","Teal",-8.23610836464307,"NSW","Sydney - Northern Beaches",7323,7262,679363082,5251,436475141,909,24053525,26461.5236523652,12.4129455141336,93550.4106306803,83122.2892782327,0.318344500399783
2104,485,318,803,"Mackellar","IND","Teal",-10.3985056039851,"NSW","Sydney - Northern Beaches",2337,2310,334533918,1416,133434546,283,6433262,22732.3745583039,12.1095421480531,144819.877922078,94233.436440678,0.241234697756294
2106,1804,1291,3095,"Mackellar","IND","Teal",-8.2875605815832,"NSW","Sydney - Northern Beaches",6726,6666,718787177,4928,432757890,1014,27024835,26651.7110453649,15.0758251561106,107828.859435944,87816.130275974,0.3034944828656
2107,2447,2438,4885,"Mackellar","IND","Teal",-0.0921187308086004,"NSW","Sydney - Northern Beaches",10186,10070,1153386213,6872,619789437,1350,34898668,25850.8651851852,13.2534851757314,114536.8632572,90190.5467112922,0.286624997051366
2108,461,303,764,"Mackellar","IND","Teal",-10.3403141361257,"NSW","Sydney - Northern Beaches",1283,1254,277464114,682,65404368,114,3040697,26672.7807017544,8.88542478565861,221263.248803828,95900.8328445748,0.278128770216027
2110,2935,1992,4927,"North Sydney","IND","Teal",-9.56971788106353,"NSW","Sydney - Ryde",6062,5975,1306091642,4170,536834959,948,26902493,28378.1571729958,15.6384031672715,218592.743430962,128737.400239808,0.220434443449486
2111,2085,2182,4267,"Bennelong","ALP","Labor",1.13662995078509,"NSW","Sydney - Ryde",9957,9861,1130080112,7944,778387400,1745,50659045,29030.9713467049,17.5253590438887,114600.964608052,97984.3152064451,0.296281821080639
2112,12009,10930,22939,"Bennelong","ALP","Labor",-2.35188979467283,"NSW","Sydney - Ryde",24261,23895,1938687720,19431,1563847451,3940,121433482,30820.6807106599,16.2400560570463,81133.6145637163,80482.0879522413,0.382950809240301
2113,3423,3692,7115,"Bennelong","ALP","Labor",1.890372452565,"NSW","Sydney - Ryde",18305,18020,1444078179,15135,1247037329,2879,90307318,31367.5991663772,15.7279431849222,80137.5238068812,82394.2734720846,0.38070120464142
2114,3206,3818,7024,"Bennelong","ALP","Labor",4.35649202733486,"NSW","Sydney - Ryde",16766,16544,1234490259,13610,1053084448,2734,87368074,31956.1353328456,16.306811404032,74618.6084985493,77375.7860396767,0.412999168970758
2115,1459,1470,2929,"Bennelong","ALP","Labor",0.187777398429503,"NSW","Sydney - Parramatta",7303,7218,498628218,5999,433683448,1296,36967980,28524.6759259259,17.7461317266877,69081.2161263508,72292.6234372395,0.394572427582317
2116,584,717,1301,"Parramatta","ALP","Labor",5.11145272867025,"NSW","Sydney - Parramatta",4243,4184,278887208,3546,247050602,738,21198956,28724.8726287263,17.3933537591327,66655.6424474187,69670.2205301748,0.412297713573122
2117,3748,3612,7360,"Parramatta","ALP","Labor",-0.923913043478258,"NSW","Sydney - Parramatta",13038,12830,884855022,10103,704014909,2315,68203124,29461.3926565875,17.7557907654548,68967.6556508184,69683.7482925864,0.422787140164816
2118,3545,3796,7341,"Parramatta","ALP","Labor",1.70957635199564,"NSW","Sydney - Parramatta",17133,16841,1129893325,12783,926477821,2880,87532360,30393.1805555556,16.8096655576957,67091.8190725016,72477.3387311273,0.419347358604137
2119,1794,1574,3368,"Berowra","LP","Coalition",-3.26603325415677,"NSW","Sydney - Ryde",7786,7682,812620166,5593,553565724,1238,35979809,29062.8505654281,15.9003339326997,105782.369955741,98974.7405685679,0.293639067892215
2120,6526,5764,12290,"Berowra","LP","Coalition",-3.10008136696501,"NSW","Sydney - North Sydney and Hornsby",13583,13438,1154519765,10685,958023968,2268,62580987,27593.0277777778,16.6973422660679,85914.5531329067,89660.6427702387,0.307749609251483
2121,9202,10089,19291,"Bennelong","ALP","Labor",2.2989995334612,"NSW","Sydney - Ryde",22812,22438,1763051486,17545,1434566252,3617,113460304,31368.6215095383,15.8556899877258,78574.3598359925,81764.9616414933,0.383643811233926
2122,8267,9555,17822,"Bennelong","ALP","Labor",3.61351139041633,"NSW","Sydney - Ryde",20564,20183,1488432415,15447,1115752297,3179,100998741,31770.6011324316,15.4590546586267,73746.8371897141,72231.0025894996,0.439847156947122
